,filename,width,height,class,xmin,ymin,xmax,ymax
40,37_104001000EA43C00_tile_10.png,512,512,plane,25,259,97,307
41,37_104001000EA43C00_tile_10.png,512,512,plane,40,86,197,159
42,37_104001000EA43C00_tile_10.png,512,512,plane,112,203,175,242
43,37_104001000EA43C00_tile_10.png,512,512,plane,180,118,234,160
44,37_104001000EA43C00_tile_10.png,512,512,plane,202,182,264,212
45,37_104001000EA43C00_tile_10.png,512,512,plane,244,138,284,165
46,37_104001000EA43C00_tile_10.png,512,512,plane,242,214,297,241
47,37_104001000EA43C00_tile_10.png,512,512,plane,258,151,318,198
48,37_104001000EA43C00_tile_10.png,512,512,plane,283,193,334,226
49,54_1040010024086400_tile_508.png,512,512,plane,65,122,143,217
50,54_1040010024086400_tile_508.png,512,512,plane,251,157,333,255
51,96_104001000896F900_tile_166.png,512,512,plane,290,331,349,358
52,45_104001001CAC2B00_tile_82.png,512,512,plane,69,11,98,37
53,45_104001001CAC2B00_tile_82.png,512,512,plane,110,13,135,34
54,45_104001001CAC2B00_tile_82.png,512,512,plane,201,0,229,27
55,18_1040050010DC4900_tile_3315.png,512,512,plane,23,68,252,231
56,18_1040050010DC4900_tile_3315.png,512,512,plane,436,54,511,127
57,54_1040010024086400_tile_613.png,512,512,plane,209,319,312,400
58,84_10400100460EF400_tile_126.png,512,512,plane,25,143,58,173
59,84_10400100460EF400_tile_126.png,512,512,plane,61,464,119,512
60,84_10400100460EF400_tile_126.png,512,512,plane,192,377,220,401
61,84_10400100460EF400_tile_126.png,512,512,plane,248,328,268,348
62,45_104001000E6AB500_tile_178.png,512,512,plane,0,118,28,147
63,45_104001000E6AB500_tile_178.png,512,512,plane,53,196,80,220
64,45_104001000E6AB500_tile_178.png,512,512,plane,58,269,87,296
65,45_104001000E6AB500_tile_178.png,512,512,plane,76,14,107,44
66,45_104001000E6AB500_tile_178.png,512,512,plane,88,302,117,333
67,45_104001000E6AB500_tile_178.png,512,512,plane,130,88,162,119
68,45_104001000E6AB500_tile_178.png,512,512,plane,133,309,161,334
69,45_104001000E6AB500_tile_178.png,512,512,plane,159,127,184,153
70,45_104001000E6AB500_tile_178.png,512,512,plane,159,344,187,369
71,45_104001000E6AB500_tile_178.png,512,512,plane,182,163,213,193
72,45_104001000E6AB500_tile_178.png,512,512,plane,202,128,232,153
73,45_104001000E6AB500_tile_178.png,512,512,plane,212,200,241,229
74,45_104001000E6AB500_tile_178.png,512,512,plane,236,238,268,267
75,45_104001000E6AB500_tile_178.png,512,512,plane,239,454,269,485
76,45_104001000E6AB500_tile_178.png,512,512,plane,256,202,284,232
77,45_104001000E6AB500_tile_178.png,512,512,plane,266,276,295,303
78,45_104001000E6AB500_tile_178.png,512,512,plane,283,238,313,266
79,45_104001000E6AB500_tile_178.png,512,512,plane,369,425,400,454
80,45_104001000E6AB500_tile_178.png,512,512,plane,398,460,428,491
81,45_104001000E6AB500_tile_178.png,512,512,plane,425,498,456,512
82,45_104001000E6AB500_tile_178.png,512,512,plane,473,501,492,512
83,72_1040010041460F00_tile_36.png,512,512,plane,62,12,83,37
84,72_1040010041460F00_tile_36.png,512,512,plane,62,161,85,189
85,72_1040010041460F00_tile_36.png,512,512,plane,62,221,86,250
86,72_1040010041460F00_tile_36.png,512,512,plane,64,191,84,218
87,72_1040010041460F00_tile_36.png,512,512,plane,63,100,86,128
88,72_1040010041460F00_tile_36.png,512,512,plane,59,35,90,75
89,72_1040010041460F00_tile_36.png,512,512,plane,64,132,85,158
90,72_1040010041460F00_tile_36.png,512,512,plane,66,253,85,281
91,72_1040010041460F00_tile_36.png,512,512,plane,67,77,86,96
92,72_1040010041460F00_tile_36.png,512,512,plane,149,176,175,204
93,72_1040010041460F00_tile_36.png,512,512,plane,151,71,174,99
94,72_1040010041460F00_tile_36.png,512,512,plane,151,140,175,168
95,72_1040010041460F00_tile_36.png,512,512,plane,152,10,176,40
96,72_1040010041460F00_tile_36.png,512,512,plane,210,9,230,37
97,72_1040010041460F00_tile_36.png,512,512,plane,210,140,233,168
98,72_1040010041460F00_tile_36.png,512,512,plane,210,71,234,98
99,72_1040010041460F00_tile_36.png,512,512,plane,213,44,231,66
100,72_1040010041460F00_tile_36.png,512,512,plane,211,109,234,130
101,72_1040010041460F00_tile_36.png,512,512,plane,252,382,280,399
102,72_1040010041460F00_tile_36.png,512,512,plane,269,39,293,69
103,72_1040010041460F00_tile_36.png,512,512,plane,271,103,291,131
104,72_1040010041460F00_tile_36.png,512,512,plane,272,140,295,166
105,72_1040010041460F00_tile_36.png,512,512,plane,270,338,302,358
106,72_1040010041460F00_tile_36.png,512,512,plane,291,382,321,401
107,72_1040010041460F00_tile_36.png,512,512,plane,327,40,348,69
108,72_1040010041460F00_tile_36.png,512,512,plane,327,9,350,38
109,72_1040010041460F00_tile_36.png,512,512,plane,330,72,348,99
110,72_1040010041460F00_tile_36.png,512,512,plane,328,381,358,402
111,72_1040010041460F00_tile_36.png,512,512,plane,409,380,437,401
112,84_10400100460EF400_tile_292.png,512,512,plane,64,271,168,360
113,84_10400100460EF400_tile_292.png,512,512,plane,71,42,161,133
114,84_10400100460EF400_tile_292.png,512,512,plane,74,159,163,248
115,31_104001002809DA00_tile_211.png,512,512,plane,0,351,65,450
116,31_104001002809DA00_tile_211.png,512,512,plane,217,339,311,436
117,31_104001002809DA00_tile_211.png,512,512,plane,329,339,425,438
118,31_104001002809DA00_tile_211.png,512,512,plane,440,340,512,438
119,109_104001003E4DC200_tile_31.png,512,512,plane,9,338,32,364
120,109_104001003E4DC200_tile_31.png,512,512,plane,17,373,42,399
121,54_104001003D4C9C00_tile_343.png,512,512,plane,358,80,501,243
122,130_104001002E47CD00_tile_1146.png,512,512,plane,58,212,147,299
123,130_104001002E47CD00_tile_1146.png,512,512,plane,460,90,495,115
124,96_104001000896F900_tile_365.png,512,512,plane,364,403,511,476
125,106_1040010043890900_tile_95.png,512,512,plane,2,276,27,298
126,106_1040010043890900_tile_95.png,512,512,plane,33,254,56,276
127,106_1040010043890900_tile_95.png,512,512,plane,186,245,213,267
128,106_1040010043890900_tile_95.png,512,512,plane,173,15,236,70
129,106_1040010043890900_tile_95.png,512,512,plane,206,378,230,400
130,106_1040010043890900_tile_95.png,512,512,plane,232,72,296,127
131,106_1040010043890900_tile_95.png,512,512,plane,271,321,293,339
132,60_1040010046430200_tile_382.png,512,512,plane,111,0,245,87
133,18_1040050010DC4900_tile_1806.png,512,512,plane,0,270,49,345
134,18_1040050010DC4900_tile_1806.png,512,512,plane,301,388,395,475
135,18_1040050010DC4900_tile_1806.png,512,512,plane,439,353,512,433
136,60_1040010046430200_tile_206.png,512,512,plane,0,73,44,130
137,60_1040010046430200_tile_206.png,512,512,plane,263,345,332,403
138,60_1040010046430200_tile_206.png,512,512,plane,372,69,404,108
139,60_1040010046430200_tile_206.png,512,512,plane,362,120,415,154
140,60_1040010046430200_tile_206.png,512,512,plane,378,19,415,58
141,97_104001003D4C1D00_tile_354.png,512,512,plane,89,305,127,335
142,98_104001000B9F7B00_tile_151.png,512,512,plane,287,288,322,313
143,57_104001001CBF9900_tile_354.png,512,512,plane,38,492,67,511
144,87_104001002B095600_tile_29.png,512,512,plane,83,375,136,401
145,87_104001002B095600_tile_29.png,512,512,plane,165,334,215,358
146,87_104001002B095600_tile_29.png,512,512,plane,364,218,415,241
147,87_104001002B095600_tile_29.png,512,512,plane,429,180,476,203
148,53_1040010008249C00_tile_157.png,512,512,plane,0,253,19,286
149,53_1040010008249C00_tile_157.png,512,512,plane,1,235,29,258
150,53_1040010008249C00_tile_157.png,512,512,plane,144,444,175,471
151,53_1040010008249C00_tile_157.png,512,512,plane,173,483,203,511
152,53_1040010008249C00_tile_157.png,512,512,plane,286,474,311,498
153,118_104001003370CB00_tile_380.png,512,512,plane,125,451,296,512
154,118_104001003370CB00_tile_380.png,512,512,plane,356,0,425,38
155,118_104001003370CB00_tile_380.png,512,512,plane,384,477,471,512
156,127_1040010022BC3B00_tile_665.png,512,512,plane,4,51,37,72
157,127_1040010022BC3B00_tile_665.png,512,512,plane,27,53,76,96
158,127_1040010022BC3B00_tile_665.png,512,512,plane,82,0,115,23
159,127_1040010022BC3B00_tile_665.png,512,512,plane,148,37,184,83
160,1_104005000FDC8D00_tile_64.png,512,512,plane,30,143,81,177
161,1_104005000FDC8D00_tile_64.png,512,512,plane,86,149,142,181
162,1_104005000FDC8D00_tile_64.png,512,512,plane,138,155,197,187
163,96_104001000896F900_tile_1002.png,512,512,plane,305,240,361,261
164,96_104001000896F900_tile_1002.png,512,512,plane,384,265,436,288
165,96_104001000896F900_tile_1002.png,512,512,plane,425,174,476,197
166,96_104001000896F900_tile_1002.png,512,512,plane,428,202,481,225
167,54_1040010042D13B00_tile_362.png,512,512,plane,159,395,207,439
168,54_1040010042D13B00_tile_362.png,512,512,plane,185,353,252,429
169,54_1040010042D13B00_tile_362.png,512,512,plane,261,358,330,434
170,54_1040010042D13B00_tile_362.png,512,512,plane,307,389,366,441
171,54_1040010042D13B00_tile_362.png,512,512,plane,341,359,410,436
172,54_1040010042D13B00_tile_362.png,512,512,plane,423,361,507,441
173,7_104001002D43CF00_tile_6.png,512,512,plane,106,12,138,40
174,7_104001002D43CF00_tile_6.png,512,512,plane,168,21,216,42
175,7_104001002D43CF00_tile_6.png,512,512,plane,213,26,268,49
176,7_104001002D43CF00_tile_6.png,512,512,plane,278,5,311,27
177,7_104001002D43CF00_tile_6.png,512,512,plane,411,0,466,18
178,118_1040010023C25400_tile_721.png,512,512,plane,133,381,171,416
179,118_1040010023C25400_tile_721.png,512,512,plane,135,344,196,367
180,24_1040010011273000_tile_179.png,512,512,plane,384,116,512,209
181,18_1040050010DC4900_tile_1530.png,512,512,plane,77,192,341,399
182,54_10400100460EF400_tile_583.png,512,512,plane,73,126,170,229
183,54_10400100460EF400_tile_583.png,512,512,plane,194,111,294,218
184,54_10400100460EF400_tile_583.png,512,512,plane,249,490,321,512
185,54_10400100460EF400_tile_583.png,512,512,plane,347,148,447,238
186,54_10400100460EF400_tile_583.png,512,512,plane,431,471,500,512
187,4_10400100360CD600_tile_708.png,512,512,plane,0,23,183,162
188,42_10400100055EA300_tile_706.png,512,512,plane,38,307,124,357
189,42_10400100055EA300_tile_706.png,512,512,plane,65,227,149,278
190,42_10400100055EA300_tile_706.png,512,512,plane,127,151,192,217
191,42_10400100055EA300_tile_706.png,512,512,plane,227,496,303,512
192,42_10400100055EA300_tile_706.png,512,512,plane,227,13,312,62
193,42_10400100055EA300_tile_706.png,512,512,plane,287,415,375,464
194,42_10400100055EA300_tile_706.png,512,512,plane,396,326,496,382
195,42_10400100055EA300_tile_706.png,512,512,plane,478,222,512,269
196,45_104001001CAC2B00_tile_147.png,512,512,plane,139,286,168,314
197,45_104001001CAC2B00_tile_147.png,512,512,plane,240,233,296,276
198,45_104001001CAC2B00_tile_147.png,512,512,plane,277,283,323,323
199,45_104001001CAC2B00_tile_147.png,512,512,plane,301,186,336,209
200,45_104001001CAC2B00_tile_147.png,512,512,plane,396,188,425,217
201,45_104001001CAC2B00_tile_147.png,512,512,plane,410,228,434,251
202,45_104001001CAC2B00_tile_147.png,512,512,plane,402,147,469,204
203,45_104001001CAC2B00_tile_147.png,512,512,plane,442,220,470,245
204,45_104001001CAC2B00_tile_147.png,512,512,plane,454,195,481,222
205,114_104001000453C000_tile_275.png,512,512,plane,0,132,45,177
206,114_104001000453C000_tile_275.png,512,512,plane,58,119,94,139
207,114_104001000453C000_tile_275.png,512,512,plane,160,123,201,148
208,114_104001000453C000_tile_275.png,512,512,plane,169,87,209,113
209,114_104001000453C000_tile_275.png,512,512,plane,187,193,229,221
210,114_104001000453C000_tile_275.png,512,512,plane,216,109,257,132
211,114_104001000453C000_tile_275.png,512,512,plane,243,183,283,206
212,114_104001000453C000_tile_275.png,512,512,plane,297,157,346,190
213,4_1040010019345B00_tile_835.png,512,512,plane,125,395,242,451
214,4_1040010019345B00_tile_835.png,512,512,plane,378,365,485,438
215,84_10400100460EF400_tile_112.png,512,512,plane,412,38,480,124
216,84_10400100460EF400_tile_112.png,512,512,plane,433,14,489,71
217,84_10400100460EF400_tile_112.png,512,512,plane,452,42,512,120
218,84_10400100460EF400_tile_112.png,512,512,plane,496,36,512,76
219,25_1040010017165100_tile_413.png,512,512,plane,274,108,346,190
220,25_1040010017165100_tile_413.png,512,512,plane,340,231,416,316
221,23_104001001E51BE00_tile_2660.png,512,512,plane,293,18,472,115
222,54_10400100061AF700_tile_287.png,512,512,plane,380,486,453,512
223,102_104001003C774900_tile_25.png,512,512,plane,471,422,509,455
224,86_1040010049B46C00_tile_74.png,512,512,plane,16,13,105,88
225,60_1040010046430200_tile_293.png,512,512,plane,364,310,498,411
226,117_104001001DD07A00_tile_152.png,512,512,plane,199,351,257,378
227,117_104001001DD07A00_tile_152.png,512,512,plane,308,136,356,164
228,117_104001001DD07A00_tile_152.png,512,512,plane,304,174,363,204
229,117_104001001DD07A00_tile_152.png,512,512,plane,325,339,384,367
230,54_1040010024086400_tile_569.png,512,512,plane,0,139,40,220
231,54_1040010024086400_tile_569.png,512,512,plane,75,430,204,512
232,54_1040010024086400_tile_569.png,512,512,plane,92,112,199,220
233,54_1040010024086400_tile_569.png,512,512,plane,244,149,334,231
234,54_1040010024086400_tile_569.png,512,512,plane,335,389,437,471
235,54_1040010024086400_tile_569.png,512,512,plane,346,204,443,302
236,88_1040010019A43D00_tile_207.png,512,512,plane,415,267,465,298
237,86_1040010049B46C00_tile_32.png,512,512,plane,480,495,512,512
238,97_104001003D4C1D00_tile_159.png,512,512,plane,2,198,51,235
239,97_104001003D4C1D00_tile_159.png,512,512,plane,102,260,192,331
240,4_1040010019345B00_tile_767.png,512,512,plane,183,357,274,450
241,127_1040010022BC3B00_tile_321.png,512,512,plane,0,0,86,47
242,52_1040010039815D00_tile_495.png,512,512,plane,0,424,14,455
243,52_1040010039815D00_tile_495.png,512,512,plane,38,400,83,431
244,52_1040010039815D00_tile_495.png,512,512,plane,249,307,276,325
245,52_1040010039815D00_tile_495.png,512,512,plane,290,313,319,335
246,82_10400100435D3500_tile_403.png,512,512,plane,142,166,240,255
247,75_104001003D370500_tile_29.png,512,512,plane,298,12,338,34
248,37_104001000EA43C00_tile_550.png,512,512,plane,407,49,511,128
249,71_10400100379F8200_tile_235.png,512,512,plane,13,414,34,434
250,71_10400100379F8200_tile_235.png,512,512,plane,38,439,63,462
251,71_10400100379F8200_tile_235.png,512,512,plane,44,408,71,431
252,36_104001003E76E200_tile_113.png,512,512,plane,34,492,72,512
253,108_1040010043890900_tile_98.png,512,512,plane,45,341,69,371
254,108_1040010043890900_tile_98.png,512,512,plane,122,341,147,371
255,108_1040010043890900_tile_98.png,512,512,plane,242,329,273,354
256,108_1040010043890900_tile_98.png,512,512,plane,358,330,393,354
257,108_1040010043890900_tile_98.png,512,512,plane,393,336,419,368
258,108_1040010043890900_tile_98.png,512,512,plane,504,343,512,373
259,4_10400100360CD600_tile_770.png,512,512,plane,0,180,111,283
260,4_10400100360CD600_tile_770.png,512,512,plane,0,0,207,107
261,120_1040010044D1B900_tile_60.png,512,512,plane,0,405,33,429
262,120_1040010044D1B900_tile_60.png,512,512,plane,6,243,48,269
263,120_1040010044D1B900_tile_60.png,512,512,plane,38,437,76,461
264,120_1040010044D1B900_tile_60.png,512,512,plane,49,275,90,300
265,120_1040010044D1B900_tile_60.png,512,512,plane,63,137,101,160
266,120_1040010044D1B900_tile_60.png,512,512,plane,93,305,135,330
267,120_1040010044D1B900_tile_60.png,512,512,plane,103,168,149,191
268,120_1040010044D1B900_tile_60.png,512,512,plane,125,500,159,512
269,120_1040010044D1B900_tile_60.png,512,512,plane,146,199,188,221
270,120_1040010044D1B900_tile_60.png,512,512,plane,175,74,217,97
271,120_1040010044D1B900_tile_60.png,512,512,plane,176,367,222,393
272,120_1040010044D1B900_tile_60.png,512,512,plane,192,227,235,253
273,120_1040010044D1B900_tile_60.png,512,512,plane,215,106,254,130
274,120_1040010044D1B900_tile_60.png,512,512,plane,223,398,265,423
275,120_1040010044D1B900_tile_60.png,512,512,plane,236,260,277,284
276,120_1040010044D1B900_tile_60.png,512,512,plane,258,134,299,161
277,120_1040010044D1B900_tile_60.png,512,512,plane,282,292,321,316
278,120_1040010044D1B900_tile_60.png,512,512,plane,304,27,343,53
279,120_1040010044D1B900_tile_60.png,512,512,plane,321,219,363,246
280,120_1040010044D1B900_tile_60.png,512,512,plane,321,321,364,346
281,120_1040010044D1B900_tile_60.png,512,512,plane,345,58,382,81
282,120_1040010044D1B900_tile_60.png,512,512,plane,349,492,387,512
283,120_1040010044D1B900_tile_60.png,512,512,plane,360,354,403,381
284,120_1040010044D1B900_tile_60.png,512,512,plane,370,250,406,273
285,120_1040010044D1B900_tile_60.png,512,512,plane,390,92,425,114
286,120_1040010044D1B900_tile_60.png,512,512,plane,402,193,444,219
287,120_1040010044D1B900_tile_60.png,512,512,plane,405,278,449,302
288,120_1040010044D1B900_tile_60.png,512,512,plane,425,0,469,10
289,120_1040010044D1B900_tile_60.png,512,512,plane,487,205,512,229
290,59_104001001DC7F200_tile_1564.png,512,512,plane,175,468,257,512
291,92_10400100447EE500_tile_358.png,512,512,plane,52,236,155,346
292,113_10400100460EF400_tile_81.png,512,512,plane,118,339,151,365
293,113_10400100460EF400_tile_81.png,512,512,plane,141,325,169,348
294,113_10400100460EF400_tile_81.png,512,512,plane,153,342,185,369
295,113_10400100460EF400_tile_81.png,512,512,plane,179,329,204,353
296,113_10400100460EF400_tile_81.png,512,512,plane,189,349,221,372
297,113_10400100460EF400_tile_81.png,512,512,plane,211,335,241,355
298,113_10400100460EF400_tile_81.png,512,512,plane,224,354,257,374
299,113_10400100460EF400_tile_81.png,512,512,plane,248,340,280,362
300,113_10400100460EF400_tile_81.png,512,512,plane,261,359,291,379
301,113_10400100460EF400_tile_81.png,512,512,plane,316,499,337,512
302,113_10400100460EF400_tile_81.png,512,512,plane,317,346,349,371
303,113_10400100460EF400_tile_81.png,512,512,plane,330,369,361,389
304,113_10400100460EF400_tile_81.png,512,512,plane,355,353,379,373
305,113_10400100460EF400_tile_81.png,512,512,plane,367,372,393,392
306,113_10400100460EF400_tile_81.png,512,512,plane,387,356,414,377
307,88_1040010040D29200_tile_391.png,512,512,plane,400,436,500,493
308,105_104001003141CC00_tile_55.png,512,512,plane,311,421,365,452
309,105_1040010032B80C00_tile_61.png,512,512,plane,15,491,87,512
310,105_1040010032B80C00_tile_61.png,512,512,plane,47,419,108,443
311,44_1040010043B54900_tile_31.png,512,512,plane,372,357,444,418
312,44_1040010043B54900_tile_31.png,512,512,plane,473,347,511,407
313,39_104001001D4E6100_tile_749.png,512,512,plane,332,149,409,207
314,18_1040050010DC4900_tile_2994.png,512,512,plane,124,74,352,224
315,18_1040050010DC4900_tile_2994.png,512,512,plane,420,168,511,305
316,23_104001001E51BE00_tile_1071.png,512,512,plane,372,73,512,202
317,23_104001001E51BE00_tile_1071.png,512,512,plane,432,283,512,427
318,20_10400100119D4500_tile_189.png,512,512,plane,276,29,350,63
319,20_10400100119D4500_tile_189.png,512,512,plane,386,42,445,73
320,86_1040010044D30600_tile_54.png,512,512,plane,120,408,194,477
321,86_1040010044D30600_tile_54.png,512,512,plane,228,348,253,381
322,4_1040010019345B00_tile_870.png,512,512,plane,0,298,61,395
323,4_1040010019345B00_tile_870.png,512,512,plane,84,228,207,313
324,4_1040010019345B00_tile_870.png,512,512,plane,195,144,303,221
325,4_1040010019345B00_tile_870.png,512,512,plane,421,0,512,42
326,54_1040010024086400_tile_733.png,512,512,plane,266,0,405,59
327,54_1040010024086400_tile_733.png,512,512,plane,274,145,456,284
328,54_1040010024086400_tile_733.png,512,512,plane,286,306,464,447
329,88_1040010043467100_tile_226.png,512,512,plane,207,476,290,511
330,88_1040010043467100_tile_226.png,512,512,plane,400,384,490,422
331,96_104001000896F900_tile_946.png,512,512,plane,0,290,26,314
332,96_104001000896F900_tile_946.png,512,512,plane,11,44,64,63
333,96_104001000896F900_tile_946.png,512,512,plane,27,164,86,185
334,96_104001000896F900_tile_946.png,512,512,plane,287,57,339,80
335,96_104001000896F900_tile_946.png,512,512,plane,364,53,416,75
336,96_104001000896F900_tile_946.png,512,512,plane,477,194,512,222
337,103_104001004890F500_tile_139.png,512,512,plane,206,442,290,500
338,103_104001004890F500_tile_139.png,512,512,plane,379,241,457,298
339,103_104001004890F500_tile_139.png,512,512,plane,403,80,472,134
340,103_104001004890F500_tile_139.png,512,512,plane,407,343,512,424
341,103_104001004890F500_tile_139.png,512,512,plane,463,254,512,322
342,86_1040010049B46C00_tile_259.png,512,512,plane,65,8,117,58
343,86_1040010049B46C00_tile_259.png,512,512,plane,123,0,204,45
344,86_1040010049B46C00_tile_259.png,512,512,plane,205,112,249,153
345,86_1040010049B46C00_tile_259.png,512,512,plane,237,99,291,151
346,86_1040010049B46C00_tile_259.png,512,512,plane,268,85,323,139
347,86_1040010049B46C00_tile_259.png,512,512,plane,272,186,347,250
348,86_1040010049B46C00_tile_259.png,512,512,plane,306,83,367,132
349,86_1040010049B46C00_tile_259.png,512,512,plane,346,76,395,124
350,86_1040010049B46C00_tile_259.png,512,512,plane,387,64,442,115
351,86_1040010049B46C00_tile_259.png,512,512,plane,420,55,466,95
352,86_1040010049B46C00_tile_259.png,512,512,plane,453,62,498,100
353,86_1040010049B46C00_tile_259.png,512,512,plane,478,45,512,91
354,92_1040010043944F00_tile_368.png,512,512,plane,227,502,242,512
355,92_1040010043944F00_tile_368.png,512,512,plane,234,488,259,507
356,92_1040010043944F00_tile_368.png,512,512,plane,292,489,318,512
357,117_104001001DD07A00_tile_216.png,512,512,plane,381,457,405,475
358,117_104001001DD07A00_tile_216.png,512,512,plane,455,456,480,470
359,118_104001000A341F00_tile_589.png,512,512,plane,41,41,148,131
360,39_104001001D4E6100_tile_826.png,512,512,plane,384,137,428,170
361,39_104001001D4E6100_tile_826.png,512,512,plane,392,187,442,221
362,54_10400100460EF400_tile_602.png,512,512,plane,6,62,107,159
363,54_10400100460EF400_tile_602.png,512,512,plane,148,81,249,168
364,54_10400100460EF400_tile_602.png,512,512,plane,273,75,368,173
365,54_10400100460EF400_tile_602.png,512,512,plane,347,23,454,97
366,42_10400100055EA300_tile_711.png,512,512,plane,50,442,168,512
367,42_10400100055EA300_tile_711.png,512,512,plane,241,336,353,419
368,42_10400100055EA300_tile_711.png,512,512,plane,305,249,437,328
369,42_10400100055EA300_tile_711.png,512,512,plane,453,55,512,130
370,42_10400100055EA300_tile_842.png,512,512,plane,155,335,223,395
371,128_104001004215BF00_tile_1713.png,512,512,plane,142,446,217,512
372,128_104001004215BF00_tile_1713.png,512,512,plane,433,480,507,512
373,96_104001000896F900_tile_975.png,512,512,plane,68,194,130,223
374,96_104001000896F900_tile_975.png,512,512,plane,133,213,192,246
375,96_104001000896F900_tile_975.png,512,512,plane,216,175,282,199
376,96_104001000896F900_tile_975.png,512,512,plane,286,146,350,168
377,96_104001000896F900_tile_941.png,512,512,plane,81,502,128,512
378,96_104001000896F900_tile_941.png,512,512,plane,136,486,178,512
379,84_10400100460EF400_tile_144.png,512,512,plane,199,249,225,280
380,84_10400100460EF400_tile_144.png,512,512,plane,201,316,228,343
381,84_10400100460EF400_tile_144.png,512,512,plane,200,284,229,313
382,84_10400100460EF400_tile_144.png,512,512,plane,203,364,232,397
383,84_10400100460EF400_tile_144.png,512,512,plane,314,489,366,512
384,84_10400100460EF400_tile_144.png,512,512,plane,314,419,369,473
385,84_10400100460EF400_tile_144.png,512,512,plane,315,260,369,313
386,84_10400100460EF400_tile_144.png,512,512,plane,347,214,379,252
387,18_1040050010DC4900_tile_2583.png,512,512,plane,3,205,149,305
388,18_1040050010DC4900_tile_2583.png,512,512,plane,172,160,320,262
389,54_1040010024086400_tile_581.png,512,512,plane,0,365,78,499
390,54_1040010024086400_tile_581.png,512,512,plane,49,346,150,481
391,84_10400100290F5300_tile_227.png,512,512,plane,61,1,157,107
392,84_10400100290F5300_tile_227.png,512,512,plane,215,0,338,73
393,84_10400100290F5300_tile_227.png,512,512,plane,297,15,435,127
394,106_1040010044D30600_tile_86.png,512,512,plane,489,463,512,500
395,106_10400100290F5300_tile_80.png,512,512,plane,0,50,40,89
396,106_10400100290F5300_tile_80.png,512,512,plane,71,122,118,164
397,106_10400100290F5300_tile_80.png,512,512,plane,158,1,200,35
398,96_10400100096C2500_tile_887.png,512,512,plane,0,123,21,152
399,96_10400100096C2500_tile_887.png,512,512,plane,27,11,98,35
400,4_10400100360CD600_tile_738.png,512,512,plane,98,153,238,229
401,4_10400100360CD600_tile_738.png,512,512,plane,262,488,354,512
402,111_1040010028163500_tile_513.png,512,512,plane,179,447,205,469
403,111_1040010028163500_tile_513.png,512,512,plane,311,60,337,82
404,111_1040010028163500_tile_513.png,512,512,plane,339,85,368,110
405,111_1040010028163500_tile_513.png,512,512,plane,419,7,448,35
